"","data","Freq"
"54409","stultified_vbn",3
"54410","stummick_nn",3
"54411","stump-foremast_nn",3
"54412","stumped_vbn",3
"54413","stunnington_nnp",3
"54414","stupefy_vb",3
"54415","stur_vb",3
"54416","stuttered_vbd",3
"54417","styptic_jj",3
"54418","styx_nnp",3
"54419","sua_nn",3
"54420","sub-chantress_nn",3
"54421","subaltern_nn",3
"54422","subconsciousness_nn",3
"54423","subjoin_vbp",3
"54424","submarine_nn",3
"54425","suborned_vbn",3
"54426","subpoenaed_vbn",3
"54427","subpoenas_nns",3
"54428","subsidies_nns",3
"54429","substance_nnp",3
"54430","subtile_jj",3
"54431","subtilized_vbn",3
"54432","subtler_jjr",3
"54433","subtracted_vbn",3
"54434","succors_nns",3
"54435","succumb_nn",3
"54436","suckled_vbn",3
"54437","suckling_nn",3
"54438","sued_vbn",3
"54439","suet_nn",3
"54440","suetonius_nnp",3
"54441","sufferings_vbz",3
"54442","sufficeth_nnp",3
"54443","suffocating_jj",3
"54444","suffused_jj",3
"54445","suffusion_nn",3
"54446","sugary_jj",3
"54447","suggestively_rb",3
"54448","sui_fw",3
"54449","suing_vbg",3
"54450","suis_nn",3
"54451","suit_nnp",3
"54452","suldna_nn",3
"54453","suldna_vbp",3
"54454","sulky_nn",3
"54455","sullen_vb",3
"54456","sully_nnp",3
"54457","sum-total_jj",3
"54458","sum_nnp",3
"54459","sum_vbp",3
"54460","summer-houses_nns",3
"54461","summun_nn",3
"54462","summut_nn",3
"54463","sums_vbz",3
"54464","sun-beams_nns",3
"54465","sun-browned_jj",3
"54466","sunbeams_vbz",3
"54467","sunda_nnp",3
"54468","sunderland_nnp",3
"54469","sunders_nns",3
"54470","sunnyasi_nnp",3
"54471","sunrise_nnp",3
"54472","suns_vbz",3
"54473","sunset_nnp",3
"54474","sunt_nn",3
"54475","super-added_jj",3
"54476","super-excellent_jj",3
"54477","supererogation_nn",3
"54478","superficies_nns",3
"54479","superfluously_rb",3
"54480","superiorities_nns",3
"54481","supernaturally_rb",3
"54482","superseding_vbg",3
"54483","supersensitive_jj",3
"54484","superstitiously_rb",3
"54485","supervened_vbn",3
"54486","supervisor_nn",3
"54487","supinely_rb",3
"54488","supineness_nn",3
"54489","supines_nns",3
"54490","supper-tray_nn",3
"54491","supperless_nn",3
"54492","supple_jj",3
"54493","supple_vb",3
"54494","suppliants_nns",3
"54495","supplicate_vbp",3
"54496","supplicated_vbn",3
"54497","supplicating_nn",3
"54498","suppresses_vbz",3
"54499","sur_jj",3
"54500","surge_vb",3
"54501","surloin_nn",3
"54502","surmountable_jj",3
"54503","surprise_jj",3
"54504","surprized_vbd",3
"54505","survey_vbp",3
"54506","suspence_nn",3
"54507","suspend_vbp",3
"54508","suspicion_nnp",3
"54509","sustainer_nn",3
"54510","sustainment_nn",3
"54511","suzerainty_nnp",3
"54512","svini_nnp",3
"54513","swab_nnp",3
"54514","swaddling_vbg",3
"54515","swanhood_nn",3
"54516","swapping_vbg",3
"54517","swash_nn",3
"54518","swathed_vbn",3
"54519","sweepings_nns",3
"54520","sweet-meats_nns",3
"54521","sweetened_vbd",3
"54522","sweetener_nn",3
"54523","sweetening_vbg",3
"54524","sweetest-tempered_jj",3
"54525","swell_nnp",3
"54526","swettenham_nnp",3
"54527","swills_nns",3
"54528","swims_vbz",3
"54529","swindle_vb",3
"54530","swine_nn",3
"54531","swipes_nns",3
"54532","swirled_vbd",3
"54533","swirling_vbg",3
"54534","swopped_vbn",3
"54535","swum_nn",3
"54536","sycamores_nns",3
"54537","syed_nnp",3
"54538","sylph_nnp",3
"54539","sylvan_jj",3
"54540","symbolism_nn",3
"54541","symons_nnp",3
"54542","sympathise_jj",3
"54543","sympathiser_nn",3
"54544","syndicate_nn",3
"54545","synoptical_nnp",3
"54546","synthesis_nn",3
"54547","syrups_nns",3
"54548","ta_jj",3
"54549","tabac_nn",3
"54550","table-cloth_jj",3
"54551","table-drawer_nn",3
"54552","table-land_nn",3
"54553","table-linen_nn",3
"54554","table-talk_nn",3
"54555","tabourin_nn",3
"54556","tabulation_nnp",3
"54557","tachment_nn",3
"54558","tacked_vbn",3
"54559","tacks_nns",3
"54560","tacks_vbz",3
"54561","tactful_jj",3
"54562","taen_vb",3
"54563","taffeta_nn",3
"54564","tail-coat_nn",3
"54565","tail-feathers_nns",3
"54566","tail-pockets_nns",3
"54567","tailleuse_nn",3
"54568","tailoring_vbg",3
"54569","taints_vbz",3
"54570","taisez-vous_jj",3
"54571","taker_nn",3
"54572","takings_nns",3
"54573","talismanic_jj",3
"54574","talleyrand_nnp",3
"54575","tallied_vbn",3
"54576","tallow-chandler_nn",3
"54577","talmud_nnp",3
"54578","talon_nn",3
"54579","tamarind_nn",3
"54580","tamburlaine_nnp",3
"54581","tampered_vbd",3
"54582","tandyman_nnp",3
"54583","tangent_nn",3
"54584","tanjong_nnp",3
"54585","tanner_nn",3
"54586","tant_nn",3
"54587","tantalise_vb",3
"54588","tantalised_vbd",3
"54589","tantrum_nn",3
"54590","tantum_nn",3
"54591","taown_nn",3
"54592","tapioca_nnp",3
"54593","taproom_nn",3
"54594","targe_nn",3
"54595","tarried_vbn",3
"54596","tartaglia_nnp",3
"54597","tasked_vbd",3
"54598","tass_nn",3
"54599","tattenham_nnp",3
"54600","tatter_nn",3
"54601","tattooed_vbn",3
"54602","taunts_vbz",3
"54603","tavistock_nnp",3
"54604","tawdriness_nn",3
"54605","tax-cart_nn",3
"54606","taylors_nns",3
"54607","tchuh_nn",3
"54608","te-train_nn",3
"54609","tea-board_nn",3
"54610","tea-caddy_jj",3
"54611","tea-drinkings_nns",3
"54612","tea-parties_nns",3
"54613","tea-spoon_jj",3
"54614","tea-trays_nns",3
"54615","teaboard_nn",3
"54616","tear-filled_jj",3
"54617","tearfulness_nn",3
"54618","teatime_nn",3
"54619","teats_nns",3
"54620","teazed_vbn",3
"54621","teazing_jj",3
"54622","teazing_vbg",3
"54623","teemed_vbd",3
"54624","telegraphs_nns",3
"54625","telemaque_nnp",3
"54626","telephone_nn",3
"54627","telescopes_nns",3
"54628","teller_nn",3
"54629","temper_nnp",3
"54630","tempers_vbz",3
"54631","tempest_nnp",3
"54632","templeton_nnp",3
"54633","temporised_vbd",3
"54634","tempt_vbd",3
"54635","temptingly_rb",3
"54636","tempts_vbz",3
"54637","ten_fw",3
"54638","tenable_jj",3
"54639","tenanted_vbd",3
"54640","tenez_nnp",3
"54641","tenterhooks_nns",3
"54642","tenths_nns",3
"54643","tenui_fw",3
"54644","tergo_nn",3
"54645","terminate_vbp",3
"54646","terming_vbg",3
"54647","terris_nnp",3
"54648","terror-stricken_jj",3
"54649","tertulia_nn",3
"54650","tes_nns",3
"54651","tess_jj",3
"54652","tesselated_jj",3
"54653","testaments_nns",3
"54654","testing_nn",3
"54655","tetbury_nnp",3
"54656","tex_nn",3
"54657","textures_nns",3
"54658","thackthwaite_nnp",3
"54659","thady_nnp",3
"54660","thall_vbp",3
"54661","thanes_nns",3
"54662","thanking_nn",3
"54663","thanklessly_rb",3
"54664","thanksgivings_nns",3
"54665","thankye_nnp",3
"54666","thawed_jj",3
"54667","thay_vbp",3
"54668","theer_vb",3
"54669","theeself_nn",3
"54670","thegither_nn",3
"54671","theirs_nns",3
"54672","theirsens_nns",3
"54673","theologians_nns",3
"54674","theologiens_fw",3
"54675","there_vbp",3
"54676","thervant_nn",3
"54677","thet_vb",3
"54678","thews_nns",3
"54679","thias_nnps",3
"54680","thick-soled_jj",3
"54681","thickset_nn",3
"54682","thief-taker_nn",3
"54683","thieve_vb",3
"54684","thieved_vbd",3
"54685","thieving_nn",3
"54686","thimble_jj",3
"54687","thin-legged_jj",3
"54688","thine_vbp",3
"54689","thinkable_jj",3
"54690","thinketh_nn",3
"54691","thinkin_nn",3
"54692","thinking_rb",3
"54693","thinkst_nn",3
"54694","third-floor_jj",3
"54695","thirsty_nn",3
"54696","thirsty_nnp",3
"54697","thirsty_vb",3
"54698","thirteen_nn",3
"54699","thirtieth_nn",3
"54700","thirty-first_nn",3
"54701","thirty-one_jj",3
"54702","thirty-six_nn",3
"54703","thisbe_nnp",3
"54704","thithter_nn",3
"54705","thof_in",3
"54706","thof_vb",3
"54707","thorn-bush_jj",3
"54708","thornberry_nnp",3
"54709","thorny_nn",3
"54710","thorough-bred_jj",3
"54711","thou_sym",3
"54712","thould_vbp",3
"54713","thousandth_nn",3
"54714","thrapple_nn",3
"54715","thrapples_nns",3
"54716","threadneedle_nnp",3
"54717","threateningly_rb",3
"54718","three-and-a-half_jj",3
"54719","three-and-forty_jj",3
"54720","three-and-sixpence_jj",3
"54721","threshed_vbd",3
"54722","threshed_vbn",3
"54723","threshing-floors_nns",3
"54724","thriftless_jj",3
"54725","throat_nnp",3
"54726","throaty_jj",3
"54727","throbbed_vbn",3
"54728","throe_nn",3
"54729","throned_vbn",3
"54730","throngs_nns",3
"54731","throstle-cock_nn",3
"54732","throttler_nnp",3
"54733","throve_nn",3
"54734","throve_vb",3
"54735","thru_nn",3
"54736","thtood_nn",3
"54737","thuds_nns",3
"54738","thumbed_jj",3
"54739","thumped_vbn",3
"54740","thunder-clouds_nns",3
"54741","thunders_vbz",3
"54742","thundery_nn",3
"54743","tiber_nnp",3
"54744","ticed_vbd",3
"54745","tickle_nn",3
"54746","tickletoby_nnp",3
"54747","tickling_jj",3
"54748","tide_nnp",3
"54749","tideless_jj",3
"54750","tidied_vbn",3
"54751","tier_jjr",3
"54752","ties_vbz",3
"54753","tiggin_nnp",3
"54754","tight-fitting_jj",3
"54755","tight-jeff_nnp",3
"54756","till_nnp",3
"54757","tillers_nns",3
"54758","tilling_vbg",3
"54759","tilts_vbz",3
"54760","timber-trees_nns",3
"54761","timber-yard_nn",3
"54762","timbre_nn",3
"54763","timbrel_nn",3
"54764","timbuctoo_nnp",3
"54765","time-eaten_jj",3
"54766","time-keeper_nn",3
"54767","time-serving_jj",3
"54768","tims_nnp",3
"54769","tinctly_rb",3
"54770","tinging_vbg",3
"54771","tingled_vbn",3
"54772","tinkle_vbp",3
"54773","tinkler_nn",3
"54774","tippler_nn",3
"54775","tippy_jj",3
"54776","tires_nns",3
"54777","tit_nnp",3
"54778","titania_nnp",3
"54779","titans_nnps",3
"54780","titians_nnps",3
"54781","titter_vb",3
"54782","to-mor-row_nn",3
"54783","toast-master_nn",3
"54784","tobit_nnp",3
"54785","tockahoopo_nnp",3
"54786","tocsin_nn",3
"54787","toddled_vbn",3
"54788","toffy_nn",3
"54789","toga_nn",3
"54790","togs_nns",3
"54791","toil-worn_jj",3
"54792","toiler_nn",3
"54793","toilers_nns",3
"54794","toilet-glass_nn",3
"54795","toilette-table_jj",3
"54796","toils_vbz",3
"54797","tol_nnp",3
"54798","told_nnp",3
"54799","tolerating_vbg",3
"54800","tolls_nns",3
"54801","tom-tom_nn",3
"54802","tomato_nn",3
"54803","tomb_nnp",3
"54804","tonight_nnp",3
"54805","tonquin_nnp",3
"54806","too-confiding_jj",3
"54807","too-late_jj",3
"54808","toon_nn",3
"54809","tooth-brushes_nns",3
"54810","toothpick-case_nn",3
"54811","top-hat_jj",3
"54812","top-knots_nns",3
"54813","toping_vbg",3
"54814","topmost_jj",3
"54815","toppin_nn",3
"54816","torn_nnp",3
"54817","tornait_nn",3
"54818","torpid_nn",3
"54819","torrid_jj",3
"54820","torturer_nn",3
"54821","tory_nn",3
"54822","toss-halfpenny_jj",3
"54823","tost_vbn",3
"54824","tot_nn",3
"54825","totters_nns",3
"54826","toucey_nnp",3
"54827","toughy_nnp",3
"54828","toujors_fw",3
"54829","tout_vbp",3
"54830","town-talk_nn",3
"54831","towns_nnp",3
"54832","traceries_nns",3
"54833","tracings_nns",3
"54834","track_nnp",3
"54835","tracker_nn",3
"54836","tracking_nn",3
"54837","tracks_vbz",3
"54838","trade_vbp",3
"54839","tradesfolks_nns",3
"54840","tradesman_nnp",3
"54841","traditionally_rb",3
"54842","traduced_vbn",3
"54843","traducers_nns",3
"54844","trafficking_nn",3
"54845","trained_vbd",3
"54846","trainer_nn",3
"54847","traitorously_rb",3
"54848","trample_vbp",3
"54849","tramplings_nns",3
"54850","tranquility_nn",3
"54851","transcendently_rb",3
"54852","transcends_vbz",3
"54853","transcript_nnp",3
"54854","transference_nn",3
"54855","transfers_vbz",3
"54856","transforms_vbz",3
"54857","transfused_vbn",3
"54858","transgress_vb",3
"54859","transgressors_nns",3
"54860","transits_nns",3
"54861","transpire_vb",3
"54862","transverse_nn",3
"54863","transversely_rb",3
"54864","traquair_nnp",3
"54865","trash_vb",3
"54866","travel-worn_jj",3
"54867","travelling-carriage_nn",3
"54868","travelling-dress_nn",3
"54869","travelling-shawl_nn",3
"54870","travelling_nnp",3
"54871","travels_nnp",3
"54872","traverses_vbz",3
"54873","treasuring_vbg",3
"54874","treats_nnps",3
"54875","trecothick_nnp",3
"54876","tree-cat_nn",3
"54877","tree-ferns_nns",3
"54878","tree-roads_nns",3
"54879","treeless_jj",3
"54880","trehawk_nnp",3
"54881","trenchant_nn",3
"54882","trencher_nnp",3
"54883","trenching_vbg",3
"54884","trente-et-quarante_nn",3
"54885","trepan_vb",3
"54886","trials_nnps",3
"54887","tributary_nn",3
"54888","tricking_vbg",3
"54889","trifles_vbz",3
"54890","trills_nns",3
"54891","trinette_nnp",3
"54892","trinket-box_nn",3
"54893","trista_nnp",3
"54894","triumphs_vbz",3
"54895","trodden-down_jj",3
"54896","trode_nn",3
"54897","trollops_nns",3
"54898","troops_nnps",3
"54899","trot_sym",3
"54900","trot_vbp",3
"54901","trots_nns",3
"54902","trouser-pockets_nns",3
"54903","trouser_nn",3
"54904","trove_nn",3
"54905","trowl_vb",3
"54906","truisms_nns",3
"54907","trumped_vbd",3
"54908","trusses_nns",3
"54909","trusteeship_nn",3
"54910","trustiest_jjs",3
"54911","truth-telling_jj",3
"54912","tryal_nn",3
"54913","tse_nn",3
"54914","tuan_fw",3
"54915","tubicen_nn",3
"54916","tuckers_nns",3
"54917","tues._nnp",3
"54918","tuffin_nnp",3
"54919","tufthunt_nnp",3
"54920","tugged_vbn",3
"54921","tullia_nn",3
"54922","tullius_nnp",3
"54923","tumble_vbp",3
"54924","tun_nn",3
"54925","tuned_vbn",3
"54926","tuning_nn",3
"54927","tuppy_nnp",3
"54928","turf_nnp",3
"54929","turmeric_nn",3
"54930","turneth_nn",3
"54931","turnip-hoeing_nn",3
"54932","turnpike-man_nn",3
"54933","turnstiles_nns",3
"54934","turpitude_nn",3
"54935","turreted_jj",3
"54936","turtle_nnp",3
"54937","tussaud_nnp",3
"54938","tutor_vb",3
"54939","tutored_jj",3
"54940","tutorship_nn",3
"54941","tventy_nnp",3
"54942","twaddler_nn",3
"54943","twal_jj",3
"54944","twas_nnp",3
"54945","tween_vb",3
"54946","twelvemont_nn",3
"54947","twenty-third_jj",3
"54948","twenty-third_nn",3
"54949","twenty-three_cd",3
"54950","twere_rb",3
"54951","twiddle_vb",3
"54952","twill_rb",3
"54953","twirls_nns",3
"54954","twist_vbp",3
"54955","twitches_vbz",3
"54956","twitching_nn",3
"54957","twittering_vbg",3
"54958","two-edged_jj",3
"54959","two-foot_jj",3
"54960","two-pence_nn",3
"54961","twonty_jj",3
"54962","twopence-halfpenny_jj",3
"54963","twopenny_nn",3
"54964","tye-wig_nn",3
"54965","tympanista_nn",3
"54966","typically_rb",3
"54967","tyrannically_rb",3
"54968","tyrannise_vb",3
"54969","tyrannized_vbn",3
"54970","tyrolese_nnp",3
"54971","ubi_fw",3
"54972","ud_vbd",3
"54973","uglier_nn",3
"54974","uitlanders_nnps",3
"54975","ult_nn",3
"54976","um_fw",3
"54977","umblest_jjs",3
"54978","umpire_nn",3
"54979","unadvised_jj",3
"54980","unaisy_jj",3
"54981","unanxious_jj",3
"54982","unassailable_jj",3
"54983","unassailed_jj",3
"54984","unbaptized_jj",3
"54985","unbeaten_jj",3
"54986","unblessed_jj",3
"54987","unbred_jj",3
"54988","unbuckled_vbd",3
"54989","unburied_jj",3
"54990","unbutton_jj",3
"54991","uncalculating_jj",3
"54992","uncannily_rb",3
"54993","uncared_jj",3
"54994","unceasing_vbg",3
"54995","uncharitably_rb",3
"54996","unchequered_jj",3
"54997","uncivilly_rb",3
"54998","unclasp_vb",3
"54999","unclasping_vbg",3
"55000","uncles_nnps",3
"55001","uncommon_nnp",3
"55002","uncompanionable_jj",3
"55003","uncomprehending_vbg",3
"55004","unconfessed_jj",3
"55005","uncontroulableness_nn",3
"55006","unconverted_jj",3
"55007","uncordial_jj",3
"55008","uncorked_vbd",3
"55009","uncouthness_nn",3
"55010","unctions_nns",3
"55011","undeceived_vbn",3
"55012","under-coat_nn",3
"55013","under-currents_nns",3
"55014","under-lip_jj",3
"55015","under-secretaries_nnp",3
"55016","undergoes_vbz",3
"55017","underhand_nn",3
"55018","underhanded_vbd",3
"55019","underlay_nn",3
"55020","underlined_vbn",3
"55021","undermines_vbz",3
"55022","underrate_vb",3
"55023","underside_nn",3
"55024","undersigned_jj",3
"55025","underwriter_nn",3
"55026","underwritten_jj",3
"55027","undetected_jj",3
"55028","undeviating_jj",3
"55029","undiscoverable_jj",3
"55030","undisposed_jj",3
"55031","undissembled_jj",3
"55032","undone_jj",3
"55033","undraped_jj",3
"55034","undreamt-of_jj",3
"55035","undulated_vbd",3
"55036","undulation_nn",3
"55037","unearthed_vbd",3
"55038","unenlightened_jj",3
"55039","unerring_vbg",3
"55040","unerringly_rb",3
"55041","unevenness_nn",3
"55042","uneventful_jj",3
"55043","unfathomed_jj",3
"55044","unfaulty_jj",3
"55045","unfeeling_vbg",3
"55046","unfitted_vbd",3
"55047","unformulated_jj",3
"55048","unfrequent_jj",3
"55049","unfrequently_jj",3
"55050","unfriendliness_nn",3
"55051","unglazed_jj",3
"55052","ungoverned_jj",3
"55053","ungracefully_rb",3
"55054","ungratefullest_jj",3
"55055","ungrudging_jj",3
"55056","unguent_jj",3
"55057","unguided_jj",3
"55058","unguilty_jj",3
"55059","unhandsomely_rb",3
"55060","unhealthy-looking_jj",3
"55061","unhewn_jj",3
"55062","unhindered_jj",3
"55063","unhonoured_jj",3
"55064","unhook_nn",3
"55065","unicorn_nn",3
"55066","uninvaded_jj",3
"55067","uninviting_jj",3
"55068","unkempt_jj",3
"55069","unkind_nn",3
"55070","unkind_vb",3
"55071","unkindly_jj",3
"55072","unknowing_vbg",3
"55073","unlaced_jj",3
"55074","unlocking_jj",3
"55075","unloose_vb",3
"55076","unmade_jj",3
"55077","unmapped_jj",3
"55078","unmask_vb",3
"55079","unmatched_jj",3
"55080","unmeasurable_jj",3
"55081","unmelodious_jj",3
"55082","unmodulated_jj",3
"55083","unmoving_jj",3
"55084","unnerstan_jj",3
"55085","unnoticeable_jj",3
"55086","unobscured_jj",3
"55087","unpacking_jj",3
"55088","unpardonably_rb",3
"55089","unpaved_jj",3
"55090","unpoliteness_nn",3
"55091","unpolluted_jj",3
"55092","unpopularity_nn",3
"55093","unpossessed_jj",3
"55094","unpowdered_jj",3
"55095","unpretentious_jj",3
"55096","unprosperous_jj",3
"55097","unread_nn",3
"55098","unready_jj",3
"55099","unready_nnp",3
"55100","unreasoned_jj",3
"55101","unreclaimed_jj",3
"55102","unreformed_jj",3
"55103","unremunerated_jj",3
"55104","unremunerative_jj",3
"55105","unreproaching_jj",3
"55106","unrequired_jj",3
"55107","unreserve_nn",3
"55108","unresonant_jj",3
"55109","unreturnable_jj",3
"55110","unrevealed_jj",3
"55111","unsealed_vbd",3
"55112","unseasonableness_nn",3
"55113","unseasoned_jj",3
"55114","unselfishness_nn",3
"55115","unserviceable_jj",3
"55116","unshakable_jj",3
"55117","unshared_jj",3
"55118","unshod_jj",3
"55119","unshrinking_jj",3
"55120","unsoaped_jj",3
"55121","unspecified_jj",3
"55122","unspent_jj",3
"55123","unspoilt_jj",3
"55124","unstinted_jj",3
"55125","unstirred_jj",3
"55126","unstirring_jj",3
"55127","unswept_jj",3
"55128","unswerving_jj",3
"55129","unteachable_jj",3
"55130","unthankfulness_nn",3
"55131","unthinking_nn",3
"55132","unthinking_vbg",3
"55133","untinctured_jj",3
"55134","untouched_vbn",3
"55135","untractable_jj",3
"55136","untruths_nns",3
"55137","unusualness_nn",3
"55138","unutterably_rb",3
"55139","unveiling_nn",3
"55140","unvirtuous_jj",3
"55141","unwarrantably_rb",3
"55142","unwaveringly_rb",3
"55143","unwinkingly_rb",3
"55144","unwisely_rb",3
"55145","unwontedness_nn",3
"55146","unyielding_nn",3
"55147","unyielding_vbg",3
"55148","up-stroke_nn",3
"55149","upbraid_jj",3
"55150","upbraiding_nn",3
"55151","upbraidingly_rb",3
"55152","upbringing_nn",3
"55153","upheaval_nn",3
"55154","upholstered_jj",3
"55155","uproars_nns",3
"55156","uprooting_vbg",3
"55157","uprose_vbp",3
"55158","upstanding_nn",3
"55159","upwards_vbz",3
"55160","urbe_nn",3
"55161","uriah_nn",3
"55162","ursa_nnp",3
"55163","usurious_jj",3
"55164","usury_jj",3
"55165","utopia_nnp",3
"55166","utter_nnp",3
"55167","v_sym",3
"55168","vacillate_vb",3
"55169","vacillations_nns",3
"55170","vaginer_nn",3
"55171","vagrancy_nn",3
"55172","vais_nns",3
"55173","valadolid_nnp",3
"55174","valance_nn",3
"55175","valedictory_jj",3
"55176","valentine_nn",3
"55177","valew_vb",3
"55178","vally_rb",3
"55179","value_nnp",3
"55180","valves_nns",3
"55181","vanderkelkov_nnp",3
"55182","vanes_nns",3
"55183","vanguards_nns",3
"55184","vanlo_nnp",3
"55185","vapouring_vbg",3
"55186","vapourings_nns",3
"55187","vapourish_nn",3
"55188","vaqueros_nns",3
"55189","varnisher_nn",3
"55190","vay-bill_nn",3
"55191","ve_nnp",3
"55192","veal-cutlets_nns",3
"55193","veather_nn",3
"55194","veels_nns",3
"55195","veer_vb",3
"55196","veering_vbg",3
"55197","veils_vbz",3
"55198","vel_nn",3
"55199","ven_fw",3
"55200","venerate_vb",3
"55201","venerated_vbn",3
"55202","venetian_nnp",3
"55203","venetians_nnps",3
"55204","vengeances_nns",3
"55205","venter_nn",3
"55206","ventilating_vbg",3
"55207","ver_fw",3
"55208","verb_nnp",3
"55209","verbis_nns",3
"55210","verdict_nnp",3
"55211","verged_vbd",3
"55212","veritably_rb",3
"55213","veritas_nns",3
"55214","vermilion_jj",3
"55215","vernacularly_rb",3
"55216","verree_nnp",3
"55217","verree_rb",3
"55218","versailles_nnps",3
"55219","versatility_nn",3
"55220","versed_jj",3
"55221","versification_nn",3
"55222","versus_in",3
"55223","vertebrae_nn",3
"55224","vertex_nn",3
"55225","vertigo_nn",3
"55226","veskits_nns",3
"55227","vestal_nnp",3
"55228","vestibules_nns",3
"55229","vestigia_nn",3
"55230","vestment_nn",3
"55231","vestry-room_nn",3
"55232","vests_nns",3
"55233","vether_rb",3
"55234","veut_fw",3
"55235","veux_fw",3
"55236","vexing_nn",3
"55237","vholes_nns",3
"55238","vials_nns",3
"55239","vicar-general_jj",3
"55240","vice-president_nnp",3
"55241","vicomte_nn",3
"55242","victim_nnp",3
"55243","victimised_vbn",3
"55244","victualler_nn",3
"55245","victuallers_nns",3
"55246","vide_fw",3
"55247","videttes_nns",3
"55248","vie_vb",3
"55249","vient_fw",3
"55250","view_nnp",3
"55251","vig_nnp",3
"55252","vigilantly_rb",3
"55253","viii_sym",3
"55254","villainy_jj",3
"55255","ville_nn",3
"55256","villiam_nnp",3
"55257","vincit_nn",3
"55258","vingt-et-un_nn",3
"55259","viol_nn",3
"55260","virgilius_nnp",3
"55261","virginie_nnp",3
"55262","virile_jj",3
"55263","virtus_fw",3
"55264","virtus_nn",3
"55265","vise_nn",3
"55266","visitor_nnp",3
"55267","vitae_nnp",3
"55268","vith_jj",3
"55269","vith_vb",3
"55270","vitiated_vbn",3
"55271","vituperation_nn",3
"55272","vive_jj",3
"55273","vives_nns",3
"55274","vivre_nn",3
"55275","vixens_nns",3
"55276","vobis_fw",3
"55277","voice_vb",3
"55278","voiced_vbn",3
"55279","voici_fw",3
"55280","voicing_vbg",3
"55281","vois_fw",3
"55282","voiturin_nn",3
"55283","volume_vbp",3
"55284","volunteering_nn",3
"55285","voluptuary_nn",3
"55286","vomit_nn",3
"55287","vomited_vbd",3
"55288","vork_vb",3
"55289","vos_fw",3
"55290","vospovitch_nnp",3
"55291","votes_vbz",3
"55292","votive_jj",3
"55293","votre_nnp",3
"55294","vouch_vbp",3
"55295","voyaging_vbg",3
"55296","vu_nn",3
"55297","vue_nn",3
"55298","vulgarest_jjs",3
"55299","wa'at_nnp",3
"55300","wa_vbd",3
"55301","wacancy_nn",3
"55302","waddy_nnp",3
"55303","wafered_vbd",3
"55304","waft_vb",3
"55305","waged_vbd",3
"55306","wagering_nn",3
"55307","waggishly_rb",3
"55308","waggled_vbd",3
"55309","waggon-loads_nns",3
"55310","wagner_nnp",3
"55311","wai-ter_nn",3
"55312","wails_nns",3
"55313","wain_nn",3
"55314","wainscots_nns",3
"55315","walcot_nnp",3
"55316","walgrave_nnp",3
"55317","walise_nn",3
"55318","walk_nnp",3
"55319","wall-eyed_jj",3
"55320","walled-in_jj",3
"55321","wallet_nn",3
"55322","wallises_nnp",3
"55323","wallow_vbp",3
"55324","wantest_jjs",3
"55325","wantin_vbg",3
"55326","wanton_vbp",3
"55327","war-boats_nns",3
"55328","war-comrade_nn",3
"55329","war-paint_nn",3
"55330","warbles_nns",3
"55331","warden_vbn",3
"55332","warehousemen_nns",3
"55333","warhorse_nn",3
"55334","wariness_nn",3
"55335","warm-baths_nns",3
"55336","warranting_vbg",3
"55337","warranty_nn",3
"55338","warring_vbg",3
"55339","warsaw_nnp",3
"55340","warship_nn",3
"55341","wash-stand_nn",3
"55342","wash-tub_nn",3
"55343","wash-up_jj",3
"55344","washes_nns",3
"55345","washing-tub_nn",3
"55346","washings_nns",3
"55347","wasna_vbd",3
"55348","wass_vbz",3
"55349","wastefulness_nn",3
"55350","waster_nn",3
"55351","watch-box_nn",3
"55352","watch-case_nn",3
"55353","watch-dog_nn",3
"55354","watchguard_nn",3
"55355","watchmaker_nn",3
"55356","watchman_nnp",3
"55357","water-cresses_nns",3
"55358","water-drinkers_nns",3
"55359","water-line_nn",3
"55360","water-meads_nns",3
"55361","water-rate_jj",3
"55362","water-rates_nns",3
"55363","water-works_nns",3
"55364","waterfowl_nn",3
"55365","waterworks_nn",3
"55366","wattier_nnp",3
"55367","watts_nnp",3
"55368","wavered_vbn",3
"55369","waverer_nn",3
"55370","waverley-chase_nnp",3
"55371","waxes_nns",3
"55372","way-bill_nn",3
"55373","way-lay_vb",3
"55374","way-side_nn",3
"55375","waylaid_nn",3
"55376","waylaid_vbd",3
"55377","waymarks_nns",3
"55378","ways_nnp",3
"55379","wayte_nnp",3
"55380","weaken_vbp",3
"55381","weaker_nnp",3
"55382","wealthiest_jjs",3
"55383","weaning_vbg",3
"55384","wearest_jjs",3
"55385","weary-hearted_jj",3
"55386","weasand_nn",3
"55387","weather-cock_jj",3
"55388","weathered_vbd",3
"55389","weaver_nnp",3
"55390","webster_nnp",3
"55391","wedding-tour_nn",3
"55392","weeps_nns",3
"55393","weighted_jj",3
"55394","welded_vbn",3
"55395","well-appearing_jj",3
"55396","well-armed_jj",3
"55397","well-bound_jj",3
"55398","well-constituted_jj",3
"55399","well-cooked_jj",3
"55400","well-covered_jj",3
"55401","well-curled_jj",3
"55402","well-defined_jj",3
"55403","well-groomed_jj",3
"55404","well-judged_jj",3
"55405","well-knit_jj",3
"55406","well-lighted_jj",3
"55407","well-lit_jj",3
"55408","well-matched_jj",3
"55409","well-planted_jj",3
"55410","well-polished_jj",3
"55411","well-rolled_jj",3
"55412","well-rounded_jj",3
"55413","well-rubbed_jj",3
"55414","well-spent_jj",3
